frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
5810.49,0.39,-6.09,0.38,-6.10,6.00,6.40,2.81,6.40,6.39,6.48
5868.60,0.27,-6.16,0.31,-6.12,6.01,6.37,2.70,6.29,6.32,6.43
5927.28,0.27,-6.11,0.28,-6.10,6.01,6.30,2.59,6.28,6.29,6.38
5986.56,0.29,-6.04,0.29,-6.04,5.98,6.21,2.48,6.27,6.27,6.33
6046.42,0.30,-5.96,0.32,-5.93,5.92,6.08,2.38,6.22,6.24,6.26
6106.89,0.32,-5.85,0.34,-5.83,5.83,5.91,2.28,6.15,6.17,6.17
6167.96,0.34,-5.75,0.37,-5.72,5.71,5.72,2.18,6.05,6.08,6.09
6229.64,0.35,-5.66,0.43,-5.57,5.55,5.49,2.08,5.90,5.98,6.01
6291.93,0.44,-5.49,0.54,-5.38,5.36,5.24,1.99,5.80,5.90,5.93
6354.85,0.60,-5.25,0.70,-5.14,5.13,4.98,1.90,5.73,5.83,5.85
6418.40,0.76,-5.01,0.89,-4.86,4.87,4.69,1.82,5.63,5.76,5.77
6482.58,0.92,-4.76,1.09,-4.57,4.58,4.40,1.73,5.50,5.67,5.68
6547.41,1.09,-4.51,1.30,-4.26,4.27,4.10,1.65,5.36,5.57,5.60
6612.88,1.29,-4.23,1.53,-3.94,3.93,3.79,1.57,5.22,5.46,5.52
6679.01,1.49,-3.95,1.77,-3.59,3.58,3.49,1.49,5.07,5.35,5.44
6745.80,1.70,-3.64,2.02,-3.23,3.21,3.19,1.42,4.92,5.23,5.34
6813.26,1.95,-3.28,2.27,-2.85,2.84,2.89,1.34,4.79,5.12,5.23
6881.39,2.20,-2.92,2.53,-2.46,2.47,2.60,1.27,4.67,5.00,5.12
6950.21,2.47,-2.55,2.77,-2.09,2.10,2.32,1.19,4.57,4.86,5.02
7019.71,2.78,-2.13,2.99,-1.73,1.74,2.04,1.12,4.52,4.73,4.91
7089.91,3.08,-1.72,3.20,-1.38,1.39,1.78,1.05,4.47,4.59,4.80
7160.81,3.46,-1.21,3.38,-1.05,1.06,1.52,0.97,4.53,4.44,4.67
7232.41,3.85,-0.68,3.54,-0.74,0.76,1.27,0.90,4.61,4.30,4.53
7304.74,4.26,-0.13,3.67,-0.47,0.49,1.03,0.83,4.75,4.15,4.39
7377.79,4.66,0.41,3.76,-0.22,0.23,0.80,0.75,4.90,4.00,4.25
7451.56,5.05,0.94,3.84,0.00,0.00,0.58,0.67,5.06,3.84,4.11
7526.08,5.42,1.45,3.90,0.20,-0.21,0.37,0.60,5.22,3.69,3.97
7601.34,5.78,1.95,3.94,0.39,-0.40,0.16,0.51,5.39,3.54,3.83
7677.35,6.11,2.41,3.97,0.57,-0.57,-0.04,0.43,5.54,3.39,3.70
7754.13,6.36,2.80,3.98,0.73,-0.74,-0.23,0.34,5.62,3.25,3.56
7831.67,6.61,3.19,3.99,0.89,-0.90,-0.42,0.25,5.72,3.10,3.42
7909.98,6.80,3.51,3.99,1.04,-1.04,-0.60,0.16,5.76,2.95,3.29
7989.08,6.88,3.73,3.99,1.19,-1.19,-0.77,0.06,5.69,2.80,3.15
8068.98,6.96,3.97,3.98,1.33,-1.33,-0.94,-0.04,5.64,2.65,2.99
8149.67,7.04,4.22,3.96,1.46,-1.46,-1.10,-0.15,5.58,2.50,2.82
8231.16,7.12,4.46,3.93,1.59,-1.59,-1.26,-0.26,5.53,2.34,2.66
8313.47,7.01,4.52,3.90,1.71,-1.71,-1.42,-0.37,5.30,2.19,2.49
8396.61,6.91,4.59,3.87,1.84,-1.83,-1.57,-0.49,5.08,2.03,2.32
8480.57,6.81,4.65,3.83,1.96,-1.95,-1.72,-0.61,4.86,1.88,2.16
8565.38,6.71,4.74,3.79,2.07,-2.07,-1.86,-0.74,4.64,1.72,1.97
8651.03,6.48,4.69,3.75,2.19,-2.19,-2.01,-0.87,4.29,1.56,1.79
8737.54,6.22,4.62,3.71,2.30,-2.31,-2.15,-1.00,3.92,1.40,1.60
8824.92,5.97,4.56,3.67,2.42,-2.43,-2.29,-1.14,3.55,1.24,1.41
8913.17,5.65,4.43,3.63,2.54,-2.55,-2.43,-1.28,3.11,1.09,1.22
9002.30,5.33,4.30,3.60,2.67,-2.67,-2.57,-1.42,2.66,0.93,1.03
9092.32,4.99,4.16,3.57,2.80,-2.80,-2.71,-1.56,2.19,0.77,0.83
9183.25,4.65,4.03,3.54,2.93,-2.93,-2.85,-1.71,1.72,0.61,0.62
9275.08,4.35,3.94,3.52,3.06,-3.06,-2.98,-1.86,1.29,0.45,0.41
9367.83,4.10,3.90,3.49,3.20,-3.20,-3.13,-2.02,0.90,0.29,0.20
9461.51,3.86,3.87,3.48,3.34,-3.34,-3.27,-2.17,0.52,0.14,-0.01
9556.12,3.64,3.86,3.46,3.49,-3.48,-3.41,-2.33,0.16,-0.02,-0.22
9651.68,3.55,4.00,3.45,3.63,-3.63,-3.56,-2.49,-0.07,-0.18,-0.45
9748.20,3.46,4.13,3.44,3.78,-3.78,-3.70,-2.65,-0.31,-0.34,-0.67
9845.68,3.37,4.26,3.43,3.93,-3.93,-3.85,-2.81,-0.56,-0.51,-0.89
9944.14,3.28,4.39,3.42,4.09,-4.10,-4.01,-2.98,-0.81,-0.68,-1.11
10043.58,3.19,4.52,3.41,4.24,-4.27,-4.17,-3.14,-1.07,-0.85,-1.33
10144.02,3.10,4.63,3.42,4.44,-4.44,-4.33,-3.31,-1.34,-1.03,-1.53
10245.46,3.00,4.73,3.42,4.63,-4.63,-4.49,-3.48,-1.63,-1.21,-1.73
10347.91,2.91,4.84,3.43,4.83,-4.82,-4.66,-3.66,-1.91,-1.39,-1.93
10451.39,2.82,4.95,3.43,5.03,-5.02,-4.83,-3.83,-2.20,-1.59,-2.13
10555.91,2.67,5.00,3.43,5.23,-5.22,-5.01,-4.01,-2.55,-1.79,-2.33
10661.46,2.48,5.01,3.43,5.43,-5.43,-5.19,-4.19,-2.94,-1.99,-2.53
10768.08,2.28,5.02,3.43,5.63,-5.63,-5.37,-4.38,-3.35,-2.19,-2.74
10875.76,2.09,5.04,3.43,5.83,-5.83,-5.56,-4.56,-3.74,-2.40,-2.95
10984.52,1.84,5.00,3.43,6.04,-6.04,-5.75,-4.76,-4.19,-2.60,-3.16
11094.36,1.60,4.97,3.43,6.24,-6.24,-5.94,-4.95,-4.64,-2.81,-3.37
11205.31,1.37,4.95,3.43,6.45,-6.45,-6.13,-5.15,-5.08,-3.02,-3.58
11317.36,1.18,4.98,3.43,6.66,-6.66,-6.33,-5.35,-5.47,-3.23,-3.80
11430.53,1.00,5.02,3.42,6.87,-6.87,-6.53,-5.56,-5.86,-3.45,-4.02
11544.84,0.82,5.06,3.42,7.08,-7.08,-6.73,-5.78,-6.25,-3.66,-4.24
11660.29,0.67,5.13,3.41,7.29,-7.29,-6.94,-6.00,-6.62,-3.88,-4.46
11776.89,0.67,5.35,3.40,7.50,-7.50,-7.15,-6.22,-6.83,-4.10,-4.68
11894.66,0.68,5.55,3.39,7.71,-7.71,-7.35,-6.45,-7.03,-4.32,-4.87
12013.60,0.68,5.75,3.39,7.93,-7.93,-7.56,-6.69,-7.25,-4.54,-5.07
12133.74,0.69,5.95,3.38,8.14,-8.14,-7.78,-6.94,-7.45,-4.77,-5.26
12255.08,0.69,6.14,3.37,8.36,-8.36,-7.99,-7.20,-7.67,-5.00,-5.45
12377.63,0.71,6.35,3.35,8.58,-8.58,-8.21,-7.47,-7.87,-5.23,-5.64
12501.41,0.77,6.60,3.34,8.80,-8.80,-8.42,-7.75,-8.03,-5.46,-5.83
12626.42,0.83,6.86,3.33,9.02,-9.02,-8.64,-8.04,-8.19,-5.69,-6.03
12752.68,0.88,7.10,3.32,9.24,-9.24,-8.86,-8.34,-8.36,-5.93,-6.22
12880.21,0.94,7.36,3.30,9.46,-9.46,-9.08,-8.65,-8.52,-6.16,-6.42
13009.01,0.95,7.56,3.29,9.69,-9.69,-9.30,-8.98,-8.74,-6.40,-6.61
13139.10,0.96,7.77,3.27,9.91,-9.91,-9.53,-9.33,-8.95,-6.65,-6.81
13270.49,0.98,7.98,3.25,10.14,-10.14,-9.75,-9.70,-9.16,-6.89,-7.00
13403.20,0.99,8.17,3.23,10.37,-10.37,-9.98,-10.09,-9.38,-7.14,-7.18
13537.23,1.00,8.36,3.21,10.60,-10.60,-10.21,-10.50,-9.60,-7.38,-7.36
13672.60,1.01,8.56,3.19,10.83,-10.83,-10.44,-10.93,-9.82,-7.63,-7.55
13809.33,1.02,8.75,3.17,11.06,-11.06,-10.68,-11.40,-10.04,-7.88,-7.73
13947.42,1.11,9.02,3.15,11.29,-11.29,-10.91,-11.90,-10.18,-8.14,-7.91
14086.90,1.26,9.35,3.13,11.52,-11.52,-11.15,-12.43,-10.26,-8.39,-8.09
14227.77,1.41,9.67,3.11,11.76,-11.76,-11.39,-13.01,-10.35,-8.65,-8.26
14370.04,1.56,9.99,3.08,12.00,-12.00,-11.63,-13.64,-10.43,-8.91,-8.43
14513.74,1.79,10.39,3.06,12.23,-12.23,-11.88,-14.32,-10.44,-9.17,-8.60
14658.88,2.03,10.80,3.03,12.47,-12.47,-12.12,-15.07,-10.44,-9.44,-8.77
14805.47,2.27,11.21,3.01,12.71,-12.71,-12.37,-15.90,-10.44,-9.70,-8.94
14953.52,2.53,11.64,2.98,12.95,-12.95,-12.62,-16.82,-10.42,-9.97,-9.11
15103.06,2.79,12.11,2.95,13.19,-13.19,-12.88,-17.85,-10.40,-10.24,-9.32
15254.09,3.06,12.60,2.92,13.44,-13.44,-13.14,-19.00,-10.37,-10.51,-9.54
15406.63,3.32,13.09,2.89,13.68,-13.68,-13.40,-20.27,-10.36,-10.79,-9.77
15560.70,3.58,13.57,2.86,13.92,-13.92,-13.66,-21.65,-10.34,-11.06,-9.99
15716.30,3.79,14.01,2.83,14.17,-14.17,-13.92,-23.01,-10.38,-11.34,-10.22
15873.47,3.99,14.43,2.80,14.42,-14.42,-14.19,-24.07,-10.43,-11.62,-10.44
16032.20,4.18,14.86,2.76,14.67,-14.67,-14.46,-24.38,-10.49,-11.90,-10.68
16192.52,4.36,15.36,2.73,14.92,-14.92,-14.74,-23.69,-10.56,-12.19,-11.00
16354.45,4.34,15.65,2.69,15.17,-15.17,-15.01,-22.31,-10.83,-12.47,-11.31
16517.99,4.31,15.93,2.66,15.42,-15.42,-15.29,-20.70,-11.11,-12.76,-11.62
16683.17,4.29,16.23,2.62,15.67,-15.67,-15.57,-19.10,-11.38,-13.05,-11.94
16850.01,4.27,16.52,2.58,15.93,-15.93,-15.85,-17.61,-11.66,-13.35,-12.25
17018.51,4.25,16.83,2.54,16.18,-16.18,-16.13,-16.24,-11.93,-13.64,-12.58
17188.69,4.22,17.22,2.51,16.44,-16.44,-16.41,-14.99,-12.22,-13.94,-13.00
17360.58,4.07,17.50,2.47,16.70,-16.70,-16.69,-13.85,-12.63,-14.23,-13.43
17534.18,3.87,17.73,2.42,16.96,-16.96,-16.97,-12.79,-13.09,-14.53,-13.86
17709.53,3.67,17.95,2.38,17.22,-17.22,-17.25,-11.80,-13.55,-14.84,-14.28
17886.62,3.47,18.18,2.34,17.48,-17.48,-17.53,-10.88,-14.01,-15.14,-14.71
18065.49,3.29,18.47,2.30,17.74,-17.74,-17.80,-10.02,-14.45,-15.45,-15.18
18246.14,3.12,18.84,2.25,18.01,-18.01,-18.06,-9.20,-14.89,-15.76,-15.72
18428.60,2.94,19.21,2.21,18.27,-18.27,-18.32,-8.42,-15.33,-16.07,-16.27
18612.89,2.76,19.57,2.16,18.54,-18.54,-18.56,-7.68,-15.78,-16.38,-16.81
18799.02,2.69,20.05,2.11,18.81,-18.81,-18.79,-6.97,-16.11,-16.69,-17.36
18987.01,2.63,20.53,2.07,19.08,-19.08,-19.00,-6.28,-16.44,-17.01,-17.90
19176.88,2.57,21.10,2.02,19.35,-19.35,-19.19,-5.63,-16.77,-17.33,-18.53
19368.65,2.51,21.68,1.97,19.62,-19.62,-19.34,-5.00,-17.10,-17.65,-19.17
19562.33,2.46,22.26,1.92,19.89,-19.89,-19.44,-4.39,-17.43,-17.97,-19.80
19757.96,2.40,22.83,1.87,20.16,-20.16,-19.49,-3.81,-17.76,-18.30,-20.43
19955.54,2.34,23.41,1.81,20.44,-20.44,-19.47,-3.25,-18.09,-18.62,-21.07
