frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
5927.28,0.27,-6.02,0.28,-6.01,5.97,5.02,2.54,6.24,6.24,6.29
5986.56,0.29,-5.95,0.29,-5.94,5.93,4.75,2.43,6.22,6.22,6.24
6046.42,0.30,-5.86,0.32,-5.84,5.87,4.49,2.33,6.17,6.19,6.17
6106.89,0.32,-5.76,0.34,-5.74,5.76,4.24,2.23,6.08,6.11,6.08
6167.96,0.34,-5.66,0.37,-5.63,5.63,4.00,2.13,5.96,5.99,6.00
6229.64,0.35,-5.57,0.43,-5.48,5.46,3.77,2.03,5.81,5.89,5.92
6291.93,0.44,-5.40,0.54,-5.29,5.26,3.56,1.94,5.70,5.80,5.84
6354.85,0.60,-5.16,0.69,-5.05,5.03,3.35,1.84,5.63,5.73,5.76
6418.40,0.76,-4.92,0.88,-4.78,4.78,3.14,1.76,5.53,5.66,5.68
6482.58,0.92,-4.67,1.08,-4.48,4.49,2.95,1.67,5.41,5.58,5.59
6547.41,1.09,-4.42,1.30,-4.17,4.18,2.76,1.58,5.27,5.48,5.51
6612.88,1.29,-4.14,1.53,-3.85,3.84,2.58,1.50,5.13,5.37,5.43
6679.01,1.49,-3.85,1.77,-3.50,3.49,2.40,1.42,4.98,5.26,5.35
6745.80,1.70,-3.55,2.02,-3.14,3.12,2.22,1.34,4.82,5.14,5.25
6813.26,1.95,-3.19,2.27,-2.76,2.75,2.05,1.27,4.70,5.02,5.14
6881.39,2.20,-2.83,2.52,-2.37,2.38,1.88,1.19,4.58,4.90,5.03
6950.21,2.47,-2.45,2.76,-2.00,2.01,1.71,1.11,4.48,4.77,4.93
7019.71,2.78,-2.04,2.99,-1.64,1.65,1.55,1.04,4.42,4.63,4.82
7089.91,3.08,-1.62,3.20,-1.29,1.30,1.38,0.96,4.38,4.49,4.71
7160.81,3.46,-1.11,3.38,-0.96,0.97,1.22,0.89,4.44,4.35,4.58
7232.41,3.85,-0.59,3.54,-0.65,0.67,1.05,0.81,4.52,4.21,4.44
7304.74,4.26,-0.04,3.66,-0.38,0.39,0.88,0.74,4.65,4.06,4.30
7377.79,4.66,0.50,3.76,-0.13,0.14,0.72,0.66,4.80,3.90,4.16
7451.56,5.05,1.03,3.84,0.09,-0.09,0.55,0.58,4.96,3.75,4.02
7526.08,5.42,1.54,3.89,0.29,-0.30,0.38,0.50,5.13,3.60,3.88
7601.34,5.78,2.04,3.93,0.48,-0.49,0.21,0.42,5.29,3.45,3.74
7677.35,6.11,2.50,3.96,0.66,-0.66,0.04,0.33,5.45,3.30,3.61
7754.13,6.36,2.89,3.98,0.82,-0.83,-0.13,0.25,5.53,3.15,3.47
7831.67,6.61,3.29,3.99,0.98,-0.99,-0.30,0.15,5.63,3.01,3.33
7909.98,6.80,3.60,3.99,1.13,-1.14,-0.48,0.06,5.66,2.86,3.20
7989.08,6.88,3.82,3.99,1.28,-1.28,-0.65,-0.04,5.60,2.71,3.06
8068.98,6.96,4.06,3.97,1.42,-1.42,-0.83,-0.14,5.54,2.56,2.90
8149.67,7.04,4.31,3.95,1.55,-1.55,-1.01,-0.25,5.49,2.40,2.73
8231.16,7.12,4.55,3.93,1.68,-1.68,-1.19,-0.36,5.44,2.25,2.57
8313.47,7.01,4.61,3.90,1.80,-1.80,-1.37,-0.47,5.21,2.10,2.40
8396.61,6.91,4.68,3.87,1.93,-1.93,-1.55,-0.59,4.98,1.94,2.23
8480.57,6.81,4.74,3.83,2.05,-2.04,-1.73,-0.71,4.76,1.78,2.07
8565.38,6.71,4.83,3.79,2.16,-2.16,-1.92,-0.84,4.54,1.63,1.88
8651.03,6.48,4.78,3.75,2.28,-2.28,-2.10,-0.97,4.20,1.47,1.70
8737.54,6.22,4.71,3.71,2.39,-2.40,-2.29,-1.10,3.82,1.31,1.51
8824.92,5.97,4.65,3.67,2.51,-2.52,-2.47,-1.24,3.45,1.15,1.32
8913.17,5.65,4.52,3.63,2.63,-2.64,-2.66,-1.38,3.01,0.99,1.13
9002.30,5.33,4.39,3.60,2.76,-2.76,-2.85,-1.52,2.57,0.83,0.94
9092.32,4.99,4.26,3.56,2.89,-2.89,-3.03,-1.67,2.10,0.68,0.74
9183.25,4.65,4.13,3.54,3.02,-3.02,-3.22,-1.81,1.64,0.52,0.53
9275.08,4.35,4.03,3.51,3.15,-3.15,-3.41,-1.96,1.20,0.36,0.32
9367.83,4.10,3.99,3.49,3.29,-3.29,-3.60,-2.12,0.81,0.20,0.11
9461.51,3.86,3.96,3.47,3.43,-3.43,-3.79,-2.27,0.42,0.04,-0.10
9556.12,3.64,3.95,3.46,3.58,-3.57,-3.98,-2.43,0.07,-0.11,-0.31
9651.68,3.55,4.09,3.44,3.72,-3.72,-4.17,-2.59,-0.16,-0.27,-0.54
9748.20,3.46,4.22,3.43,3.87,-3.87,-4.36,-2.75,-0.40,-0.43,-0.76
9845.68,3.37,4.35,3.42,4.02,-4.02,-4.55,-2.91,-0.65,-0.60,-0.98
9944.14,3.28,4.49,3.42,4.18,-4.19,-4.74,-3.07,-0.90,-0.77,-1.20
10043.58,3.19,4.62,3.41,4.33,-4.36,-4.93,-3.24,-1.16,-0.95,-1.42
10144.02,3.10,4.72,3.42,4.53,-4.54,-5.12,-3.41,-1.44,-1.12,-1.62
10245.46,3.00,4.83,3.42,4.72,-4.72,-5.31,-3.58,-1.72,-1.30,-1.82
10347.91,2.91,4.93,3.43,4.92,-4.91,-5.50,-3.75,-2.00,-1.49,-2.02
10451.39,2.82,5.04,3.43,5.12,-5.11,-5.69,-3.93,-2.29,-1.68,-2.22
10555.91,2.67,5.09,3.43,5.32,-5.31,-5.88,-4.11,-2.64,-1.88,-2.42
10661.46,2.48,5.10,3.43,5.52,-5.52,-6.07,-4.29,-3.04,-2.08,-2.62
10768.08,2.28,5.11,3.43,5.72,-5.72,-6.26,-4.47,-3.44,-2.29,-2.83
10875.76,2.09,5.13,3.43,5.92,-5.92,-6.46,-4.66,-3.84,-2.49,-3.04
10984.52,1.84,5.10,3.43,6.13,-6.13,-6.65,-4.85,-4.28,-2.70,-3.25
11094.36,1.60,5.06,3.43,6.33,-6.33,-6.84,-5.04,-4.73,-2.90,-3.46
11205.31,1.37,5.04,3.43,6.54,-6.54,-7.03,-5.24,-5.18,-3.11,-3.67
11317.36,1.18,5.07,3.42,6.75,-6.75,-7.22,-5.45,-5.56,-3.32,-3.89
11430.53,1.00,5.11,3.42,6.96,-6.96,-7.41,-5.66,-5.96,-3.54,-4.11
11544.84,0.82,5.15,3.41,7.17,-7.17,-7.61,-5.87,-6.35,-3.75,-4.33
11660.29,0.67,5.22,3.41,7.38,-7.38,-7.80,-6.09,-6.71,-3.97,-4.55
11776.89,0.67,5.45,3.40,7.59,-7.59,-7.99,-6.32,-6.92,-4.19,-4.77
11894.66,0.68,5.64,3.39,7.80,-7.80,-8.19,-6.55,-7.12,-4.41,-4.96
12013.60,0.68,5.85,3.38,8.02,-8.02,-8.38,-6.79,-7.33,-4.64,-5.16
12133.74,0.69,6.04,3.37,8.24,-8.24,-8.58,-7.04,-7.55,-4.86,-5.35
12255.08,0.69,6.24,3.36,8.45,-8.45,-8.77,-7.30,-7.76,-5.09,-5.54
12377.63,0.71,6.44,3.35,8.67,-8.67,-8.97,-7.56,-7.96,-5.32,-5.73
12501.41,0.77,6.69,3.34,8.89,-8.89,-9.17,-7.84,-8.12,-5.55,-5.92
12626.42,0.83,6.95,3.33,9.11,-9.11,-9.36,-8.13,-8.29,-5.78,-6.12
12752.68,0.88,7.19,3.31,9.33,-9.33,-9.56,-8.44,-8.45,-6.02,-6.31
12880.21,0.94,7.45,3.30,9.56,-9.56,-9.76,-8.75,-8.62,-6.26,-6.51
13009.01,0.95,7.65,3.28,9.78,-9.78,-9.97,-9.08,-8.83,-6.50,-6.70
13139.10,0.96,7.86,3.27,10.01,-10.01,-10.17,-9.43,-9.04,-6.74,-6.90
13270.49,0.98,8.07,3.25,10.23,-10.23,-10.37,-9.80,-9.26,-6.98,-7.09
13403.20,0.99,8.26,3.23,10.46,-10.46,-10.58,-10.19,-9.47,-7.23,-7.27
13537.23,1.00,8.45,3.21,10.69,-10.69,-10.79,-10.60,-9.69,-7.48,-7.45
13672.60,1.01,8.65,3.19,10.92,-10.92,-11.00,-11.03,-9.91,-7.73,-7.64
13809.33,1.02,8.84,3.17,11.15,-11.15,-11.21,-11.50,-10.13,-7.98,-7.82
13947.42,1.11,9.11,3.15,11.38,-11.38,-11.42,-12.00,-10.27,-8.23,-8.00
14086.90,1.26,9.44,3.13,11.62,-11.62,-11.63,-12.54,-10.35,-8.49,-8.18
14227.77,1.41,9.76,3.11,11.85,-11.85,-11.85,-13.12,-10.44,-8.75,-8.35
14370.04,1.56,10.09,3.08,12.09,-12.09,-12.07,-13.74,-10.52,-9.01,-8.52
14513.74,1.79,10.48,3.06,12.32,-12.32,-12.29,-14.43,-10.53,-9.27,-8.69
14658.88,2.03,10.89,3.03,12.56,-12.56,-12.52,-15.18,-10.53,-9.53,-8.86
14805.47,2.27,11.31,3.00,12.80,-12.80,-12.74,-16.02,-10.53,-9.80,-9.03
14953.52,2.53,11.73,2.98,13.04,-13.04,-12.97,-16.94,-10.51,-10.06,-9.20
15103.06,2.79,12.21,2.95,13.28,-13.28,-13.21,-17.97,-10.49,-10.33,-9.41
15254.09,3.06,12.69,2.92,13.53,-13.53,-13.44,-19.13,-10.47,-10.61,-9.63
15406.63,3.32,13.18,2.89,13.77,-13.77,-13.68,-20.41,-10.45,-10.88,-9.86
15560.70,3.58,13.66,2.86,14.02,-14.02,-13.92,-21.80,-10.44,-11.16,-10.08
15716.30,3.79,14.10,2.83,14.26,-14.26,-14.17,-23.18,-10.47,-11.44,-10.31
15873.47,3.99,14.52,2.79,14.51,-14.51,-14.42,-24.27,-10.52,-11.72,-10.53
16032.20,4.18,14.95,2.76,14.76,-14.76,-14.67,-24.57,-10.58,-12.00,-10.77
16192.52,4.36,15.45,2.73,15.01,-15.01,-14.93,-23.87,-10.65,-12.28,-11.09
16354.45,4.34,15.74,2.69,15.26,-15.26,-15.19,-22.47,-10.92,-12.57,-11.40
16517.99,4.31,16.02,2.66,15.51,-15.51,-15.46,-20.84,-11.20,-12.86,-11.71
16683.17,4.29,16.32,2.62,15.77,-15.77,-15.73,-19.23,-11.47,-13.15,-12.03
16850.01,4.27,16.61,2.58,16.02,-16.02,-16.00,-17.73,-11.75,-13.44,-12.34
17018.51,4.25,16.92,2.54,16.28,-16.28,-16.27,-16.35,-12.03,-13.73,-12.67
17188.69,4.22,17.32,2.50,16.53,-16.53,-16.55,-15.10,-12.31,-14.03,-13.09
17360.58,4.07,17.59,2.46,16.79,-16.79,-16.83,-13.95,-12.72,-14.33,-13.52
17534.18,3.87,17.82,2.42,17.05,-17.05,-17.11,-12.89,-13.18,-14.63,-13.95
17709.53,3.67,18.05,2.38,17.31,-17.31,-17.38,-11.90,-13.64,-14.93,-14.37
17886.62,3.47,18.28,2.34,17.57,-17.57,-17.66,-10.98,-14.10,-15.23,-14.80
18065.49,3.29,18.57,2.29,17.83,-17.83,-17.93,-10.11,-14.54,-15.54,-15.27
18246.14,3.12,18.93,2.25,18.10,-18.10,-18.19,-9.29,-14.98,-15.85,-15.81
18428.60,2.94,19.30,2.20,18.36,-18.36,-18.43,-8.51,-15.43,-16.16,-16.36
18612.89,2.76,19.66,2.16,18.63,-18.63,-18.66,-7.76,-15.87,-16.47,-16.90
18799.02,2.69,20.14,2.11,18.90,-18.90,-18.85,-7.05,-16.21,-16.79,-17.45
18987.01,2.63,20.62,2.06,19.17,-19.17,-19.01,-6.36,-16.53,-17.10,-17.99
19176.88,2.57,21.20,2.02,19.44,-19.44,-19.11,-5.70,-16.86,-17.42,-18.62
19368.65,2.51,21.78,1.97,19.71,-19.71,-19.15,-5.07,-17.19,-17.74,-19.26
19562.33,2.46,22.35,1.92,19.98,-19.98,-19.11,-4.46,-17.52,-18.06,-19.89
19757.96,2.40,22.92,1.86,20.25,-20.25,-18.96,-3.87,-17.86,-18.39,-20.52
19955.54,2.34,23.50,1.81,20.53,-20.53,-18.68,-3.31,-18.19,-18.72,-21.16
